UniqueID_Plastic_study,Site,lat,lon,MarineRegion
879,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
880,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
881,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
882,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
883,Hawaii,19.896766,-155.582782,North Pacific Ocean
885,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
886,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
887,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
888,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
889,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
890,Heard Island,-53.08181,73.504158,Indian Ocean
891,South Africa,-30.559482,22.937506,Indian Ocean
892,Ross Sea,-70.899816,-89.13946,Southern Ocean
893,North Pacific,33,-130,North Pacific Ocean
894,Scotia Sea,-58.555249,-36.096044,South Pacific Ocean
895,Weddell Sea,-71.411128,-44.854941,Southern Ocean
896,Ross Sea,-70.899816,-89.13946,Southern Ocean
897,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean
898,Drake Passage,-63.339181,-64.569945,Southern Ocean
899,Weddell Sea,-69.951182,-50.273438,Southern Ocean
900,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean
901,Brazil,-14.235004,-51.92528,South Pacific Ocean
902,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
903,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
904,Ross Sea,-70.899816,-89.13946,Southern Ocean
905,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean
906,Drake Passage,-63.339181,-64.569945,Southern Ocean
907,Weddell Sea,-69.951182,-50.273438,Southern Ocean
908,Heard Island,-53.08181,73.504158,Indian Ocean
909,Brazil,-14.235004,-51.92528,South Pacific Ocean
910,"Isla Arce, Patagonia Shelf, Argentina",-45,-65.5,South Pacific Ocean
911,"Coast of Rio Grande do Sul, Brazil",42.033279,-91.596896,North Atlantic Ocean
912,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
914,South Africa,-30.559482,22.937506,Indian Ocean
915,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
916,South Africa,-30.559482,22.937506,Indian Ocean
917,Chatham Is,-43.912096,-176.543303,South Pacific Ocean
918,SW Atlantic Ocean,-14.599413,-28.673147,South Pacific Ocean
919,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
920,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
921,Brazil,-14.235004,-51.92528,South Pacific Ocean
922,Brazil,-14.235004,-51.92528,South Pacific Ocean
923,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
924,North Pacific,45.522224,-122.679826,North Pacific Ocean
925,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
926,North Pacific,33,-130,North Pacific Ocean
927,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean
928,Alaska,64.200841,-149.493673,North Pacific Ocean
929,"Nain, Labrador",56.541682,-61.696889,North Atlantic Ocean
930,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
932,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
933,Newfoundland,53.135509,-57.660436,North Atlantic Ocean
934,Newfoundland,53.135509,-57.660436,North Atlantic Ocean
935,Newfoundland,53.135509,-57.660436,North Atlantic Ocean
936,Canadian Arctic,75,-90,Arctic Ocean
937,Alaska,64.200841,-149.493673,North Pacific Ocean
938,Hornsund,76.881101,15.9084,Arctic Ocean
939,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
940,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
941,eastern Canadian Arctic,75,-90,Arctic Ocean
942,"Harbour Breton, Newfoundland",47.477499,-55.825875,North Atlantic Ocean
943,"St. Mary's Bay, Newfoundland",47.036816,-53.761189,North Atlantic Ocean
944,"Coats Is, Nunavut",62.4682,-83.104161,Arctic Ocean
945,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean
946,SW Greenland,60.683333,-46.583333,Arctic Ocean
947,North Pacific,33,-130,North Pacific Ocean
948,Alaska,52.999639,-166.912109,North Pacific Ocean
949,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
950,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean
951,New Zealand,-40.900557,174.885971,South Pacific Ocean
952,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
954,South Africa,-30.559482,22.937506,Indian Ocean
955,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
956,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
957,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
958,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
959,Brazil,-14.235004,-51.92528,South Pacific Ocean
960,Gough Island,-40.318641,-9.935332,South Pacific Ocean
961,SW Atlantic Ocean,-14.599413,-28.673147,South Pacific Ocean
962,South Africa,-38.442178,20.988808,Indian Ocean
963,Laysan & Nihoa,25.767853,-171.732206,North Pacific Ocean
964,North Pacific,33,-130,North Pacific Ocean
965,Laysan Island,25.767853,-171.732206,North Pacific Ocean
966,Laysan Island,25.767853,-171.732206,North Pacific Ocean
967,NA,23.86967,-166.284477,North Pacific Ocean
968,"Puget Sound, WA",47.723654,-122.471335,North Pacific Ocean
969,North Pacific,45.522224,-122.679826,North Pacific Ocean
970,Alaska,64.200841,-149.493673,North Pacific Ocean
971,North Pacific,33,-130,North Pacific Ocean
972,Alaska,52.999639,-166.912109,North Pacific Ocean
973,Cozet Island,-46.110966,50.395596,Indian Ocean
974,Kerguelen Island,-49.293272,69.15593,Indian Ocean
975,Brazil,-14.235004,-51.92528,South Pacific Ocean
976,Marion Island,37.741668,-46.906248,North Atlantic Ocean
977,Chatham Is,-43.912096,-176.543303,South Pacific Ocean
978,"Bird Island, South Georgia",-54.005941,-38.038706,South Pacific Ocean
979,SW Atlantic Ocean,-14.599413,-28.673147,South Pacific Ocean
980,Marion Island,42.033279,-91.596896,North Atlantic Ocean
982,South Africa,-30.559482,22.937506,Indian Ocean
983,South Africa,-38.442178,20.988808,Indian Ocean
984,Isla Espanola Galapogas,-1.381583,-89.670787,South Pacific Ocean
985,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
986,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
987,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
988,Hawaii,19.896766,-155.582782,North Pacific Ocean
989,"Manana Is, Oahu",21.443732,-157.907202,North Pacific Ocean
990,"Heron Island, Queensland, Australia",-23.4422976,151.9148004,South Pacific Ocean
991,Hawaii,19.896766,-155.582782,North Pacific Ocean
992,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean
993,Lord Howe Is,-31.555326,159.082121,South Pacific Ocean
994,"Kauia, Hawaii",22.09644,-159.526124,North Pacific Ocean
995,"Kauia, Hawaii",22.09644,-159.526124,North Pacific Ocean
997,Johnston Atoll,16.744884,-169.509879,North Pacific Ocean
998,"Kauai Island, Hawaii",22.09644,-159.526124,North Pacific Ocean
999,"Kauai Island, Hawaii",22.09644,-159.526124,North Pacific Ocean
1000,Laysan Island,25.767853,-171.732206,North Pacific Ocean
1001,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
1002,Nihoa Island,23.060366,-161.922026,North Pacific Ocean
1003,Tern Island,23.868823,-166.285503,North Pacific Ocean
1004,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1005,"Heron Island, Queensland, Australia",-23.442298,151.9148,South Pacific Ocean
1006,"Heron Island, Queensland, Australia",-23.442298,151.9148,South Pacific Ocean
1008,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1009,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1010,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1011,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1012,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1013,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1014,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1015,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1016,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1017,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1018,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1019,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1020,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1021,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
1022,Alaska,64.200841,-149.493673,North Pacific Ocean
1023,Alaska,52.999639,-166.912109,North Pacific Ocean
1024,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1025,Hawaii,19.896766,-155.582782,North Pacific Ocean
1026,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
1027,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1028,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1029,Gough Island,-40.318641,-9.935332,South Pacific Ocean
1030,South Africa,-30.559482,22.937506,Indian Ocean
1031,Inaccessible island,-37.300789,-12.677882,South Pacific Ocean
1032,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1033,SW Atlantic Ocean,-14.599413,-28.673147,South Pacific Ocean
1034,New Zealand,-46.312086,174.115693,South Pacific Ocean
1036,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean
1037,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1038,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean
1039,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
1040,Brazil,-14.235004,-51.92528,South Pacific Ocean
1041,Brazil,-14.235004,-51.92528,South Pacific Ocean
1042,South Africa,-30.559482,22.937506,Indian Ocean
1043,"Benguela Current, SA",18.408724,-34.373693,North Atlantic Ocean
1044,"Benguela Current, SA",42.033279,-91.596896,North Atlantic Ocean
1045,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
1046,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
1047,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
1048,New Zealand,-46.312086,174.115693,South Pacific Ocean
1049,New Zealand,-46.312086,174.115693,South Pacific Ocean
1050,New Zealand,-46.312086,174.115693,South Pacific Ocean
1051,New Zealand,-46.312086,174.115693,South Pacific Ocean
1052,South Africa,-30.559482,22.937506,Indian Ocean
1053,Nightengale Island,-37.428384,-12.479868,South Pacific Ocean
1054,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
1055,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
1056,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
1057,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
1058,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
1059,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1060,Chatham Is,-43.912096,-176.543303,South Pacific Ocean
1061,Gough Island,-40.318641,-9.935332,South Pacific Ocean
1062,Selvagens Archipelago,30.15,-15.866667,North Atlantic Ocean
1063,South Africa,-30.559482,22.937506,Indian Ocean
1064,Inaccessible island,-37.300789,-12.677882,South Pacific Ocean
1065,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1066,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1068,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1069,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1070,Oahu,21.315068,-157.661362,North Pacific Ocean
1071,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1072,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
1073,Alaska,64.200841,-149.493673,North Pacific Ocean
1075,Ross Sea,-74.672912,-168.184274,Southern Ocean
1076,Weddell Sea,-71.411128,-44.854941,Southern Ocean
1077,Scotia Sea,-58.555249,-36.096044,South Pacific Ocean
1078,Ross Sea,-70.899816,-89.13946,Southern Ocean
1079,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean
1080,Weddell Sea,-69.951182,-50.273438,Southern Ocean
1081,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
1082,Bird Island,-54.007535,38.044174,Indian Ocean
1083,South Africa,-30.559482,22.937506,Indian Ocean
1084,North Pacific,45.522224,-122.679826,North Pacific Ocean
1085,"Catalan coast, Spain",43.311099,-4.252477,North Atlantic Ocean
1086,Eastern Otago,-45.516707,170.800141,South Pacific Ocean
1087,"Catalan coast, Spain",43.311099,-4.252477,North Atlantic Ocean
1088,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1089,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1090,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1091,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1092,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1093,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1094,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1095,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
1096,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1098,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1099,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1100,New South Wales,-32.967658,151.732219,South Pacific Ocean
1101,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1102,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1103,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1104,New South Wales,-32.967658,151.732219,South Pacific Ocean
1105,New South Wales,-32.967658,151.732219,South Pacific Ocean
1106,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1107,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1108,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1109,New South Wales,-32.967658,151.732219,South Pacific Ocean
1110,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1111,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1112,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1113,New South Wales,-32.967658,151.732219,South Pacific Ocean
1114,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1115,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1116,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1117,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1118,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1119,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1120,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1121,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1122,New South Wales,-32.967658,151.732219,South Pacific Ocean
1123,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1124,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1125,New South Wales,-32.967658,151.732219,South Pacific Ocean
1126,New South Wales,-32.967658,151.732219,South Pacific Ocean
1127,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1128,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1129,New South Wales,-32.967658,151.732219,South Pacific Ocean
1130,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1131,New South Wales,-32.967658,151.732219,South Pacific Ocean
1132,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1133,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1134,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1135,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1136,New South Wales,-32.967658,151.732219,South Pacific Ocean
1137,New South Wales,-32.967658,151.732219,South Pacific Ocean
1138,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1139,New South Wales,-32.967658,151.732219,South Pacific Ocean
1140,New South Wales,-32.967658,151.732219,South Pacific Ocean
1141,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1142,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1143,New South Wales,-32.967658,151.732219,South Pacific Ocean
1144,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1145,New South Wales,-32.967658,151.732219,South Pacific Ocean
1146,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1147,New South Wales,-32.967658,151.732219,South Pacific Ocean
1148,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1149,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1150,New South Wales,-32.967658,151.732219,South Pacific Ocean
1151,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1152,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1153,New South Wales,-32.967658,151.732219,South Pacific Ocean
1154,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1155,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1156,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1157,New South Wales,-32.967658,151.732219,South Pacific Ocean
1158,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1159,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1160,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1161,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1162,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1163,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1164,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1165,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1166,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1167,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1168,New South Wales,-32.967658,151.732219,South Pacific Ocean
1169,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1170,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1171,New South Wales,-32.967658,151.732219,South Pacific Ocean
1172,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean
1173,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1174,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1175,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1176,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1177,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1178,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1179,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1180,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1181,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1182,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1183,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1184,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1185,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1186,"New Zealand, North Island, Offshore 140 km northwest of Kahurangi National Park",-39.2378365,175.6023643,South Pacific Ocean
1187,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1188,New Zealand,-40.900557,174.885971,South Pacific Ocean
1189,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1190,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1191,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1192,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1193,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1194,DPIPWE-15 (location unknown),,,South Pacific Ocean
1195,DPIPWE-15 (location unknown),,,South Pacific Ocean
1196,New Zealand,-40.900557,174.885971,South Pacific Ocean
1197,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1198,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1199,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1200,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1201,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1202,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1203,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1204,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1205,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1206,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1207,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1208,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1209,"Australia, Queensland, Fraser Island",-25.2398229,153.1325243,South Pacific Ocean
1210,DPIPWE-15 (location unknown),,,South Pacific Ocean
1211,DPIPWE-15 (location unknown),,,South Pacific Ocean
1212,DPIPWE-15 (location unknown),,,South Pacific Ocean
1213,New Zealand,-40.900557,174.885971,South Pacific Ocean
1214,New Zealand,-40.900557,174.885971,South Pacific Ocean
1215,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1216,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1217,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1218,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1219,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1220,"New Zealand, North Island",-39.2378365,175.6023643,South Pacific Ocean
1221,"New Zealand, North Island, Offshore 400 km northwest of Wellington",-41.2923814,174.7787463,South Pacific Ocean
1222,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1223,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1224,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1225,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1226,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1227,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1228,"New Zealand, South Island, Fjordland National Park",-45.4516028,167.5751134,South Pacific Ocean
1229,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1230,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1231,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1232,"New Zealand, South Island, Jackson Bay",-43.9402044,168.858682,South Pacific Ocean
1233,"New Zealand, South Island, Mount Cook National Park",-43.5946537,170.2623985,South Pacific Ocean
1234,New Zealand,-40.900557,174.885971,South Pacific Ocean
1235,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1236,"New Zealand, North Island, Offshore 400 km northwest of Wellington",-41.2923814,174.7787463,South Pacific Ocean
1237,"New Zealand, North Island, Wellington",-41.2923814,174.7787463,South Pacific Ocean
1238,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1239,DPIPWE-15 (location unknown),,,South Pacific Ocean
1240,New Zealand,-40.900557,174.885971,South Pacific Ocean
1241,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1242,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1243,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1244,"New Zealand, South Island, Hokitika",-42.7156909,170.9683049,South Pacific Ocean
1245,"New Zealand, Chatham Island",-43.9271098,-176.4592091,South Pacific Ocean
1246,"Australia, Queensland, Gold Coast",-28.016667,153.4,South Pacific Ocean
1247,"Australia, South Australia",-30.0002315,136.2091547,Indian Ocean
1248,"New Zealand, Aukland Island",-50.7446743,166.0563795,South Pacific Ocean
1249,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1250,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1251,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1252,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1253,"New Zealand, North Island, Manu Bay",-37.8209579,174.8163822,South Pacific Ocean
1254,"New Zealand, North Island, Papamoa Beach",-37.7329778,176.298309,South Pacific Ocean
1255,"New Zealand, Snares Islands",-48.0374351,166.5622576,South Pacific Ocean
1256,"New Zealand, South Island, Christchurch",-43.5320214,172.6305589,South Pacific Ocean
1257,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1258,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1259,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1260,"New Zealand, North Island, Ahipara Bay",-35.1573611,173.1273705,South Pacific Ocean
1261,"New Zealand, North Island, Aukland",-36.8508827,174.7644881,South Pacific Ocean
1262,"New Zealand, North Island, Karioitahi Beach",-37.2832181,174.6547759,South Pacific Ocean
1263,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",-39.2967702,174.0633993,South Pacific Ocean
1264,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1265,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
1266,"Australia, New South Wales",-31.2532183,146.921099,South Pacific Ocean
