SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22694896,Synthliboramphus antiquus,https:/www.hbw.com/species/ancient-murrelet-synthliboramphus-antiquus,CHARADRIIFORMES,Alcidae,Alcinae,NA,Ancient Murrelet,Synthliboramphus,NA,LC,Diving,Crustaceans,"During early nesting in British Columbia mostly planktonic crustaceans, especially euphausiids (mainly_Thysanoessa spinifera, with smaller numbers of_T. pacifica), small larval fish later comprising juvenile sandeels (Ammodytes hexapterus), shiner perch (Cymatogaster aggregata), and rockfish (Sebastes). Diets similar elsewhere, largely mixed crustaceans and fish: in Gulf of Alaska, euphausiid_T. inermisdominant, with lesser amounts of fish, i.e. capelin (Mallotus villosus) and walleye pollock (Theragra chalcogramma); in Sea of Okhotsk, crangonid shrimps (Sabinea,_Sclerocrangon) and sandeels, rainbow smelt (Osmerus mordax) and sculpin (Triglops) dominated; in Peter the Great Bay (Sea of Japan), some chicks fed Pacific herring (Clupea harengus), Pacific saury (Hypoptychus dybowskii) and small cancroids. Variation in diet due to intraseasonal changes in available prey and differences in prey types between water types and systems. Winter diets poorly known, but mainly_Euphausia pacifica_(12_24 mm long) off Vancouver I (British Columbia), varying from 30% in Nov (60%_Clupea harengus) and 82% in Dec to 92% in Jan and 100% in Feb._Forages_mainly over continental shelf and shelf breaks, usually in small flocks sometimes of up to 50 birds, rarely solitarily._Divingtimes less than_45 seconds, indicating depths of c. 10_20 m.",No matches,No,Yes,No,Yes,No,No,No,Yes,207,-0.634262271,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,107,No,No,No
22694927,Fratercula arctica,https:/www.hbw.com/species/atlantic-puffin-fratercula-arctica,CHARADRIIFORMES,Alcidae,Aethiinae,NA,Atlantic Puffin,Fratercula,NA,VU,Diving,Fish,"Mostly fish throughout year, supplemented mainly late summer to spring by small crustaceans (euphausiids, copepods), polychaetes (nereids) and squid; daily food intake estimated at c. 15_20% of adult body weight. Typically a neritic feeder during breeding, obtaining food inshore out to edge of continental shelf, with foraging patterns highly variable between areas and water systems during chick-rearing, from feeding close (3_5 km) to colony to travelling considerable distances (50_100 km) away; birds often gather offshore at edges of banks where water-mass boundaries or fronts and flow gradients concentrate fish prey.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,923,0.426626002,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,331,No,No,No
22694903,Ptychoramphus aleuticus,https:/www.hbw.com/species/cassins-auklet-ptychoramphus-aleuticus,CHARADRIIFORMES,Alcidae,Aethiinae,NA,Cassin's Auklet,Ptychoramphus,NA,NT,Diving,Crustaceans,"Mostly crustaceans throughout year, supplemented by other invertebrates and small larval fish. Quantitative information largely restricted to chick diet during summer: mainly copepods (Neocalanus cristatus) and euphausiids (Thysanoessa spinifera,_T. longipes) in British Columbia;_T. spinifera, amphipods (Phromema) and squid (Loligo opalescens) in N California, and diet similar in C California (Farallon Is) but also some fish, mainly rockfish (Sebastes) and larval sand-dab (Citharicthys); diet in other regions unknown. Chicks fed 1_2 meals/day, each averaging 17_25 g of mostly crustaceans; adults bring in food at night, carried in specialized sublingual gular pouch. Often forages in small groups, occasionally large aggregations but rarely alone, both day and night, probably at considerable distances (over 50 km) from colony. Dives average 42 seconds, to depths of 20_80 m.",No matches,No,Yes,No,Yes,Yes,No,No,Yes,184,-0.717848978,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,90,No,No,No
22694841,Uria aalge,https:/www.hbw.com/species/common-murre-uria-aalge,CHARADRIIFORMES,Alcidae,Alcinae,NA,Common Murre,Uria,NA,LC,Diving,Fish,"Mostly_fish_throughout year, supplemented to small degree by invertebrates: crustaceans, molluscs, polychaetes and fish eggs; daily intake 25_33% of adult body weight. Chicks fed almost exclusively fish except late in rearing period, when invertebrates may appear; 2_6 meals/day, averaging daily total of 20_32 g of fish, usually species high in fat and calorific value, e.g. capelin (Mallotus), herring (Clupeus), sprat (Sprattus) and sandeels (Ammodytes). Food usually obtained within 10_20 km of colony, infrequently up to 50 km away. Dives normally last under 60 seconds and to depths of 10_30 m, but 60_70 m recorded regularly, with maximum of 180 m exceptional.",No matches,No,Yes,No,Yes,No,No,No,Yes,992.5,0.478146233,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,340,No,No,No
22694887,Synthliboramphus craveri,https:/www.hbw.com/species/craveris-murrelet-synthliboramphus-craveri,CHARADRIIFORMES,Alcidae,Alcinae,NA,Craveri's Murrelet,Synthliboramphus,NA,VU,Diving,Fish,"Studies lacking, but limited collections during nesting period and early post-breeding dispersal indicate mainly small-sized larval fish (largest 40_70 mm), especially rockfish (Sebastes), herring (Clupeidae) and lanternfish (Benthosema panamense), but also small Pacific mackerel (Scomber japonicus), shrimps and squid; northern anchovy (Engraulis mordax) and Pacific saury (Cololabis saira) may also be important. Appears to forage in pairs or alone, often in small groups widely scattered, rarely associated with other seabird species. Probably_feeds_relatively close to colony during nesting season, at or near surface over deep water. Precocial young taken to sea at 1_2 days and fed small pelagic fish.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,151,-0.858118818,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,59,No,No,No
22694915,Aethia cristatella,https:/www.hbw.com/species/crested-auklet-aethia-cristatella,CHARADRIIFORMES,Alcidae,Aethiinae,NA,Crested Auklet,Aethia,NA,LC,Diving,Crustaceans,"Forages mainly offshore in deep water, sometimes in near-shore regions, almost always in large flocks throughout year. Adult diet during summer believed similar to chick diet; adults in N Sea of Okhotsk ate chiefly euphausiids (Thysanoessa; 88% by number). Chicks fed high diversity of invertebrates, mostly planktonic crustaceans, especially_Thysanoessa, but also copepods, gammarids, hyperiids, mysids, infrequently small fish and squid; at St Lawrence I mainly_Thysanoessa_(56_80% by number), supplemented by varying amounts of_Calanus finmarchicus,_C. marshallae,_Neocalanus plumchrus,_N. cristatus, Caridea, Mysidacea and other crustaceans; 1_4 meals/day, average meal size 21 g (4_7_36_3 g) and daily total of c. 80 g; food carried by both parents in sublingual throat pouch, feeding rate higher in female than in male. Summer foods usually obtained at considerable distance from colony, often 50 km away, sometimes closer (5 km), at depths to 30 m. Winter foods unknown, suspected to be largely marine invertebrates.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,259.5,-0.473850677,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,137,No,No,No
62101215,Synthliboramphus hypoleucus,https:/www.hbw.com/species/guadalupe-murrelet-synthliboramphus-hypoleucus,CHARADRIIFORMES,Alcidae,Alcinae,NA,Guadalupe Murrelet,Synthliboramphus,NA,EN,Diving,Fish,"Not well studied, but no known differences from_S. scrippsi. (S. scrippsi: Mainly larval fish and other small prey, but dietary information is based on rather small number of stomach samples. During breeding, mainly larval fish, especially northern anchovies (Engraulis mordax) on Santa Barbara I, and also Pacific saury (Cololabis saira) and rockfish (Sebastes); also sandeels (Ammodytes) and crustaceans. Samples from near Anacapa I contained subadult or adult northern anchovy, either juvenile bluefin driftfish (Psenes pellucidus) or medusafish (Icichthys lockingtoni), and euphausiids (Thysanoessa spinifera). Feeds usually within 2_14 km of colony island, with highest numbers over shelf waters (40_100 m deep), but occasionally further away (see Movements), though dives are characteristically short (18_28 seconds) and therefore presumably shallow (< 21 m). At Anacapa I, incubating murrelets forage further from the colony than non-breeding murrelets, suggesting that breeders and non-breeders use different foraging strategies to meet their energy requirements. Chicks precocial, not fed at nest but fed at sea; diet unknown, likely small fish similar to those eaten by adults. In non-breeding season, occurs in warm waters in association with schooling fish, especially Pacific saury and albacore tuna (Thunnus alalunga).)",No matches,No,Yes,No,No,No,No,No,Yes,167,-0.786645456,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,76,No,No,No
22694931,Fratercula corniculata,https:/www.hbw.com/species/horned-puffin-fratercula-corniculata,CHARADRIIFORMES,Alcidae,Aethiinae,NA,Horned Puffin,Fratercula,NA,LC,Diving,Fish,"Predominantly an_inshore feeder_during the breeding season, usually within 1_2 km from shore, but sometimes 16 km or more out. Diet throughout year mostly_fishof wide diversity of species, supplemented with significant quantities of squid, crustaceans and polychaetes. Overall, a more generalized feeder than_F. cirrhata. The chick diet is almost exclusively_fish, primarily Sandeels_Ammodytes hexapterus_and Capelin_Mallotus villosus, both unusually high in fat and calorific value, and their availability during chick-rearing is a major determinant of breeding success. Capelin was an important component (20_50%) of chick diets at some colonies (Barren, Shumagin Is.) but practically disappeared from the diets of many seabirds in the 1980s, being replaced largely by gadids such as juvenile Walleye Pollock_Theragra chalcogramma_and Pacific Cod_Gadus macrocephalus, which now make up a significant portion of diets (up to 30%) at some colonies.Secondary chick foods include greenling (Hexagrammos), _sandfish (Trichondon) and squid. The chick is fed by both parents, 2_6 meals/day averaging 12 g each (8_17 g), or 24_72 g daily. The adult diet throughout the_breeding season is mostly fish (48%), followed by squid (31%), polychaetes (12%) and crustaceans (8%).",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,536.5,0.0415873,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,264,No,No,No
22694899,Synthliboramphus wumizusume,https:/www.hbw.com/species/japanese-murrelet-synthliboramphus-wumizusume,CHARADRIIFORMES,Alcidae,Alcinae,NA,Japanese Murrelet,Synthliboramphus,NA,VU,Diving,Crustaceans,"Mostly planktonic crustaceans, especially euphausiids, and small larval fish throughout year. Summer foods probably similar to those of_S. antiquus_in Sea of Japan and S Sea of Okhotsk, mainly crangonid shrimps (Sabinea,_Sclerocrangon) and Pacific herring (Clupea harengus), Pacific saury (Hypoptychus dybowskii), sandeels (Ammodytes), smelt (Osmerus) and sculpin (Triglops). Winter diet unknown, probably largely euphausiids. Feeds mainly over continental shelf, usually in small groups, with diving times and depths as for_S. antiquus.",No matches,No,Yes,No,Yes,No,No,No,Yes,198,-0.66580821,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,101,No,No,No
22694875,Brachyramphus brevirostris,https:/www.hbw.com/species/kittlitzs-murrelet-brachyramphus-brevirostris,CHARADRIIFORMES,Alcidae,Alcinae,NA,Kittlitz's Murrelet,Brachyramphus,NA,NT,Diving,Fish,"In summer feeds primarily on sandeels (Ammodytes hexapterus), capelin (Mallotus villosus), herring (Clupea harengus), smelt (Osmeridae) and Pacific sandfish (Trichodon trichodon), supplemented by euphausiids, gammarid amphipods, and shrimps. Chick diet unknown, probably similar to that of adult in summer. Food habits in winter poorly known, probably planktonic crustaceans and small fish; displays patchy distribution, and concentrates in large flocks of up to 500 birds at food-rich locations, e.g. gatherings over Fairweather Bank (SE Alaska) in Apr totalling 1000s of birds. In summer, forages mainly inshore, in bays and inlets, often concentrated at glacier outfalls and heads of fjords; in Chukchi Sea, up to c. 60 km offshore once ice recedes.",No matches,No,Yes,No,Yes,No,No,No,Yes,234,-0.547255476,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,127,No,No,No
22694921,Aethia pusilla,https:/www.hbw.com/species/least-auklet-aethia-pusilla,CHARADRIIFORMES,Alcidae,Aethiinae,NA,Least Auklet,Aethia,NA,LC,Diving,Crustaceans,"Forages on planktonic crustaceans near-shore to offshore throughout year, almost always in large flocks and at open ocean locations with certain physical characteristics, especially stratified waters with strong thermoclines and upwellings. During breeding season, major foods of adults and chicks are calanoid copepods, principally_Neocalanus_(especially_N. plumchrus), supplemented by numerous other small crustaceans: euphausiids, gammarids, hyperiids and mysids (St Lawrence I, Pribilofs, King I studies). Parents carry food in sublingual throat pouches and deliver 1_4 meals each daily (mean 2_6 meals/parent/day); average meal size from 5_4 g (0_9_12_3 g) at St George I to 8_2 g (6_10 g) at St Paul I, giving daily chick food intake of 28_43 g. Summer foods obtained at varying distances from colony, up to c. 50 km. Winter food not examined, probably variety of planktonic invertebrates. Dives to depths usually above c. 15 m, infrequently 25 m.",No matches,No,No,No,Yes,Yes,No,No,Yes,84,-1.274312152,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,321,No,No,No
22694837,Alle alle,https:/www.hbw.com/species/little-auk-alle-alle,CHARADRIIFORMES,Alcidae,Alcinae,NA,Little Auk,Alle,NA,LC,Diving,Crustaceans,"Feeds mainly on small invertebrates, especially copepods, amphipods and euphausiids, less frequently decapods and gastropods; also fish larvae. Chick diet mainly comprises planktonic crustaceans,_Calanus_copepods and amphipods; parents deliver c. 5_8 meals/day, each amounting to 3_0_3_8 g. At the Paakitsoq colony, NW Greenland,_Calanus hyperboreus, a large lipid-rich copepod, contributed 80.7 % of the total energy of the chick meals; the second most important energy resource there was_C. glacialis, contributing 15.6%.",No matches,No,Yes,No,Yes,Yes,No,No,Yes,181.3,-0.728339726,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,89,No,No,No
22729000,Brachyramphus perdix,https:/www.hbw.com/species/long-billed-murrelet-brachyramphus-perdix,CHARADRIIFORMES,Alcidae,Alcinae,NA,Long-billed Murrelet,Brachyramphus,NA,NT,Diving,Fish,"No studies of this speciesê diet appear to have been undertaken. Foraging behaviour is presumably similar to that of_B. marmoratus, but no detailed studies. (B. mamoratus: Adult diet normally invertebrates, especially euphausiid crustaceans (Thysanoessa spinifera), from Mar to early Jun, with fish predominating through rest of breeding season, primarily sandeels (Ammodytes hexapterus) supplemented by herring (Clupea harengus), capelin (Mallotus villosus), shiner perch (Cymatogaster aggregata) and small quantities of other Osmeridae, Scorpaenidae and Stichaeidae; autumn and winter diet less well known, but euphausiids (e.g., Thysanoessa spinifera, T. inermis, T. raschii, Euphausia pacifica), mysids (e.g., Acanthomysis sp., Neomysis sp.), gammarid amphipods (Scorpaenidae), capelin, smelt and herring are dominant prey, though also known to take Pacific sardine (Sardinops sagax), walleye pollock (Theragra chalcogramma), Pacific sandfish (Trichodon trichodon), rockfishes (e.g., Sebastes sp.), codfishes (Gadidae), pricklebacks (Stichaeidae), squid (e.g., Loligo opalescens), shrimp (e.g., Pandalus borealis), as well as sockeye (Oncorhynchus nerka) and Kokanee (O. n. kennerlyi) salmon from freshwater lakes. Recent work in SE Alaska has documented inter-annual variation in prey selection; thus, in 1997 when lipid-rich Pacific herring (Clupea pallasi) were abundant, murrelets selected smaller schools near the surface, while in 1998 bigger schools of large herring formed, in deeper water, and further from the surface than in 1997 and 1999, and murrelets were not associated with them, and gadids (predominantly Theragra chalcogramma, but also Pacific cod Gadus macrocephalus and saffron cod Microgadus proximus, all low-lipid species) were the most abundant school type in 1999, when murrelets responded by selecting for herring, while school size and depth to schools were less important in choosing food resources. Chick fed almost exclusively large subadult or adult fish, principally sandeels, sometimes herring, capelin and anchovy; 1_8 meals/day (mean 3_2), mostly at low-light dawn and dusk periods. Food usually obtained singly or in pairs, rarely in groups, usually close to breeding site (up to 10 km offshore) in shallow waters at depths of < 30 m. In an area of SE Alaska, during spring and summer birds move c. 10_15 km between daytime and night-time use areas, from a shallow, more sheltered inner region used during the day for foraging and staging for inland flights, to a deeper, more exposed outer region, further from shore, during dark hours, probably in order to avoid predators, but there is radio-tracking evidence from the same region that some birds may move as far as c. 125 km between inland breeding areas and foraging sites at sea. Those birds breeding far inland may spend up to 3_5 hours/day moving between their nesting and feeding areas. Breeders increase the amount of time spent diving by 71_73%, by increasing the number of dives, and by foraging closer to their nests, rather than by increasing the frequency of anaerobiosis, i.e. adopting a combined strategy of reducing energy expended commuting to foraging sites and increasing aerobic dive rates. Recorded feeding in association with whales (Eschrichtius robustus) on W coast of Vancouver I, and in this region (and SE Alaska) the species is also a major initiator and participant in mixed-species feeding flocks.)",No matches,No,Yes,No,Yes,No,No,No,Yes,296,-0.380456576,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,156,No,No,No
