Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Larus dominicanus,396,Tavares et al. 2017,Kelp Gull,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2011,2011,2011,2011,1,2,0,0,No,Necropsy
Larus dominicanus,397,Tavares et al. 2017,Kelp Gull,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,4,0,0,No,Necropsy
Larus dominicanus,398,Tavares et al. 2017,Kelp Gull,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,5,0,0,No,Necropsy
Larus dominicanus,399,Tavares et al. 2017,Kelp Gull,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,6,0,0,No,Necropsy
Larus dominicanus,400,Tavares et al. 2017,Kelp Gull,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,2,0,0,No,Necropsy
Spheniscus magellanicus,494,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2011,2011,2011,2011,1,6,2,0.33,Yes,Necropsy
Spheniscus magellanicus,495,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2011,2011,2011,2011,1,57,8,0.14,Yes,Necropsy
Spheniscus magellanicus,496,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,3,1,0.33,Yes,Necropsy
Spheniscus magellanicus,497,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,70,22,0.31,Yes,Necropsy
Spheniscus magellanicus,498,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Spheniscus magellanicus,499,Tavares et al. 2017,Magellanic Penguin,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,213,13,0.06,Yes,Necropsy
Fregata magnificens,501,Tavares et al. 2017,Magnificent Frigatebird,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,4,0,0,No,Necropsy
Fregata magnificens,502,Tavares et al. 2017,Magnificent Frigatebird,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,3,0,0,No,Necropsy
Fregata magnificens,503,Tavares et al. 2017,Magnificent Frigatebird,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,2,0,0,No,Necropsy
Fregata magnificens,504,Tavares et al. 2017,Magnificent Frigatebird,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Puffinus puffinus,511,Tavares et al. 2017,Manx Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Mixed,2011,2011,2011,2011,1,1,1,1,Yes,Necropsy
Puffinus puffinus,512,Tavares et al. 2017,Manx Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,21,1,0.05,Yes,Necropsy
Puffinus puffinus,513,Tavares et al. 2017,Manx Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Mixed,2012,2012,2012,2012,1,5,2,0.4,Yes,Necropsy
Puffinus puffinus,514,Tavares et al. 2017,Manx Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,0,0,No,Necropsy
Puffinus puffinus,515,Tavares et al. 2017,Manx Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Sula dactylatra,529,Tavares et al. 2017,Masked Booby,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2011,2011,2011,2011,1,1,1,1,Yes,Necropsy
Sula dactylatra,530,Tavares et al. 2017,Masked Booby,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Sterna dougallii,680,Tavares et al. 2017,Roseate Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Thalasseus maximus,681,Tavares et al. 2017,Royal Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Thalasseus maximus,682,Tavares et al. 2017,Royal Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,3,0,0,No,Necropsy
Pterodroma mollis,784,Tavares et al. 2017,Soft-plumaged Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,1,1,Yes,Necropsy
Pterodroma mollis,785,Tavares et al. 2017,Soft-plumaged Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Ardenna grisea,876,Tavares et al. 2017,Sooty Shearwater,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Onychoprion fuscatus,882,Tavares et al. 2017,Sooty Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Sterna hirundinacea,883,Tavares et al. 2017,South American Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,2,0,0,No,Necropsy
Sterna hirundinacea,884,Tavares et al. 2017,South American Tern,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Mixed,2012,2012,2012,2012,1,1,0,0,No,Necropsy
Pterodroma arminjoniana,950,Tavares et al. 2017,Trindade Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Procellaria aequinoctialis,1042,Tavares et al. 2017,White-chinned Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,1,1,1,Yes,Necropsy
Procellaria aequinoctialis,1043,Tavares et al. 2017,White-chinned Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Mixed,2012,2012,2012,2012,1,1,1,1,Yes,Necropsy
Procellaria aequinoctialis,1044,Tavares et al. 2017,White-chinned Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,7,3,0.43,Yes,Necropsy
Procellaria aequinoctialis,1045,Tavares et al. 2017,White-chinned Petrel,NA,South-eastern Brazillian Coast (18拘 to 23拘),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Daption capense,160,Ainley et al. 1990a,Cape Petrel,NA,Weddell Sea,-71.411128,-44.854941,Southern Ocean,Adult,1986,1986,1986,1986,1,16,5,0.31,Yes,Necropsy
Fulmarus glacialoides,890,Ainley et al. 1990a,Southern Fulmar,NA,Weddell Sea,-71.411128,-44.854941,Southern Ocean,Adult,1988,1988,1988,1988,1,18,1,0.06,Yes,Necropsy
Oceanites oceanicus,1062,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Weddell Sea,-71.411128,-44.854941,Southern Ocean,Adult,1986,1986,1986,1986,1,15,5,0.33,Yes,Necropsy
Daption capense,170,Fijn et al. 2012,Cape Petrel,Daption capense,Signey Island,-60.716686,-45.633442,Southern Ocean,Adult,2006,2006,2006,2006,1,90,4,0.04,Yes,Lavage
Uria lomvia,939,Provencher et al. 2014,Thick-billed Murre,NA,SW Greenland,60.683333,-46.583333,Arctic Ocean,Mixed,1988-1989,1988,1989,1989,2,202,12,0.06,Yes,Necropsy
Diomedea exulans,968,Cooper et al. 1992,Wandering Albatross,Diomedea exulans,Marion Island,37.741668,-46.906248,North Atlantic Ocean,Adult,1988-1989,1988,1989,1989,2,50,5,0.1,Yes,Lavage
Ardenna gravis,319,Barbieri 2009,Great Shearwater,NA,"Ilha Comprida, Brazil",-24.746103,-47.550779,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,29,21,0.724,Yes,Necropsy
Ardenna grisea,792,Barbieri 2009,Sooty Shearwater,NA,"Ilha Comprida, Brazil",-24.746103,-47.550779,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,11,7,0.636,Yes,Necropsy
Fulmarus glacialis,1535,Avery-Gomm et al. 2018,Northern Fulmar,Fulmarus glaciali,Labrador Sea,57.268556,-49.051246,North Atlantic Ocean,Subadult/Adult,2014,2014,2014,2014,1,39,25,0.64,Yes,Necropsy
Fulmarus glacialis,1536,Avery-Gomm et al. 2018,Northern Fulmar,Fulmarus glaciali,Labrador Sea,57.268556,-49.051246,North Atlantic Ocean,Subadult/Adult,2015,2015,2015,2015,1,31,30,0.97,Yes,Necropsy
Fulmarus glacialis,1544,Provencher et al. 2018,Northern Fulmar,Fulmarus glacialis,Labrador Sea,57.268556,-49.051246,North Atlantic Ocean,Subadult/Adult,2015,2015,2015,2015,1,30,14,0.47,Yes,Necropsy
Spheniscus magellanicus,489,Baltz and Morejohn 1976,Magellanic Penguin,NA,Santa Catarina,-27.242339,-50.218856,South Pacific Ocean,Mixed,1987-1988,1987,1988,1988,2,67,11,0.164,Yes,Necropsy
Pygoscelis adeliae,4,Ainley et al. 1990a,Adelie Penguin,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,10,0,0,No,Lavage
Thalassoica antarctica,14,Ainley et al. 1990a,Antarctic Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,53,0,0,No,Necropsy
Sterna vittata,22,Ainley et al. 1990a,Antarctic Tern,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,5,0,0,No,Necropsy
Sterna paradisaea,26,Ainley et al. 1990a,Arctic Tern,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,14,0,0,No,Necropsy
Halobaena caerulea,105,Ainley et al. 1990a,Blue Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,17,15,0.88,Yes,Necropsy
Pachyptila vittata,117,Ainley et al. 1990a,Broad-billed Prion,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,15,3,0.2,Yes,Necropsy
Daption capense,166,Ainley et al. 1990a,Cape Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,16,5,0.31,Yes,Necropsy
Aptenodytes forsteri,273,Ainley et al. 1990a,Emperor Penguin,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,17,0,0,No,Lavage
Aphrodroma brevirostris,402,Ainley et al. 1990a,Kerguelen Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,9,2,0.23,Yes,Necropsy
Pagodroma nivea,779,Ainley et al. 1990a,Snow Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,39,0,0,No,Necropsy
Fulmarus glacialoides,894,Ainley et al. 1990a,Southern Fulmar,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,18,1,0.06,Yes,Necropsy
Macronectes giganteus,902,Ainley et al. 1990a,Southern Giant Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,2,0,0,No,Necropsy
Oceanites oceanicus,1066,Ainley et al. 1990a,Wilson's Storm-petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,15,5,0.33,Yes,Necropsy
Pterodroma incerta,30,Petry et al. 2002,Atlantic Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,4,0,0,No,Necropsy
Thalassarche chlororhynchos,48,Petry et al. 2002,Atlantic Yellow-nosed Albatross,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,7,1,0.14,Yes,Necropsy
Thalassarche melanophris,73,Petry et al. 2007,Black-browed Albatross,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,35,7,0.2,Yes,Necropsy
Daption capense,171,Petry et al. 2002,Cape Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,10,4,0.4,Yes,Necropsy
Calonectris edwardsii,175,Petry et al. 2002,Cape Verde Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,3,1,0.33,Yes,Necropsy
Calonectris borealis,228,Petry et al. 2002,Cory's Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,112,112,1,Yes,Necropsy
Ardenna gravis,331,Petry et al. 2002,Great Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,110,77,0.7,Yes,Necropsy
Thalassarche chrysostoma,365,Petry et al. 2002,Grey-headed Albatross,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,1,0,0,No,Necropsy
Spheniscus magellanicus,491,Petry et al. 2002,Magellanic Penguin,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,144,115,0.8,Yes,Necropsy
Puffinus puffinus,510,Petry et al. 2002,Manx Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,25,20,0.8,Yes,Necropsy
Pterodroma mollis,782,Petry et al. 2002,Soft-plumaged Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,1,1,1,Yes,Necropsy
Ardenna grisea,868,Petry et al. 2002,Sooty Shearwater,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,27,10,0.37,Yes,Necropsy
Fulmarus glacialoides,897,Petry et al. 2002,Southern Fulmar,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,49,25,0.51,Yes,Necropsy
Macronectes giganteus,907,Petry et al. 2002,Southern Giant Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,10,4,0.4,Yes,Necropsy
Diomedea epomophora,913,Petry et al. 2002,Southern Royal Albatross,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,2,1,0.5,Yes,Necropsy
Pachyptila belcheri,945,Petry et al. 2002,Thin-billed Prion,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,5,2,0.4,Yes,Necropsy
Procellaria aequinoctialis,1033,Petry et al. 2017,White-chinned Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1990,1990,1990,1990,1,14,3,0.21,Yes,Necropsy
Procellaria aequinoctialis,1034,Petry et al. 2017,White-chinned Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,1997-1998,1997,1998,1998,2,35,15,0.43,Yes,Necropsy
Procellaria aequinoctialis,1035,Petry et al. 2017,White-chinned Petrel,NA,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean,Subadult/Adult,2007-2014,2007,2014,2011,8,65,41,0.63,Yes,Necropsy
Thalassarche chlororhynchos,43,Colabuono & Vooren 2007,Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,26,3,0.11,Yes,Necropsy
Thalassarche melanophris,69,Colabuono & Vooren 2007,Black-browed Albatross,Thalassarche melanophrys,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,45,6,0.14,Yes,Necropsy
Thalassarche melanophris,77,Tourinho et al. 2010,Black-browed Albatross,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,2,2,1,Yes,Necropsy
Daption capense,174,Tourinho et al. 2010,Cape Petrel,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2007,2007,2007,2007,1,1,0,0,No,Necropsy
Calonectris borealis,229,Petry et al. 2009,Cory's Shearwater,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2008,2008,2008,2008,1,185,143,0.773,Yes,Necropsy
Ardenna gravis,342,Tourinho et al. 2010,Great Shearwater,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,4,3,0.75,Yes,Necropsy
Puffinus puffinus,516,Tourinho et al. 2010,Manx Shearwater,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,5,3,0.63,Yes,Necropsy
Ardenna grisea,877,Tourinho et al. 2010,Sooty Shearwater,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,1,1,1,Yes,Necropsy
Fulmarus glacialoides,898,Tourinho et al. 2010,Southern Fulmar,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2007,2007,2007,2007,1,1,0,0,No,Necropsy
Macronectes giganteus,909,Tourinho et al. 2010,Southern Giant Petrel,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,2,2,1,Yes,Necropsy
Procellaria conspicillata,914,Colabuono & Vooren 2007,Spectacled Petrel,Procellaria conspicillata,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,7,2,0.28,Yes,Necropsy
Pachyptila belcheri,947,Tourinho et al. 2010,Thin-billed Prion,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2007,2007,2007,2007,1,1,0,0,No,Necropsy
Procellaria aequinoctialis,1027,Colabuono & Vooren 2007,White-chinned Petrel,Procellaria aequinoctialis,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2004,2004,2004,2004,1,32,18,0.55,Yes,Necropsy
Procellaria aequinoctialis,1046,Tourinho et al. 2010,White-chinned Petrel,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Adult,2007,2007,2007,2007,1,1,1,1,Yes,Necropsy
Somateria mollissima,198,Provencher et al. 2014,Common Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,2012,2012,2012,2012,1,135,0,0,No,Necropsy
Somateria mollissima,200,Provencher et al. 2014,Common Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,1999-2002,1999,2002,2001,4,241,0,0,No,Necropsy
Somateria spectabilis,412,Provencher et al. 2014,King Eider,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,2000-2002,2000,2002,2001,3,41,0,0,No,Necropsy
Alle alle,474,Provencher et al. 2014,Little Auk,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Mixed,1988-1989,1988,1989,1989,2,19,0,0,No,Necropsy
Uria lomvia,938,Provencher et al. 2014,Thick-billed Murre,NA,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean,Adult,2006,2006,2006,2006,1,15,0,0,No,Necropsy
Thalassarche chlororhynchos,42,Barbieri 2009,Atlantic Yellow-nosed Albatross,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,9,4,0.4444,Yes,Necropsy
Thalassarche chlororhynchos,44,Colabuono et al. 2009,Atlantic Yellow-nosed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,27,2,0.07,Yes,Necropsy
Thalassarche chlororhynchos,45,Colabuono et al. 2010,Atlantic Yellow-nosed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,13,1,0.08,Yes,Necropsy
Thalassarche melanophris,68,Barbieri 2009,Black-browed Albatross,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,26,19,0.7307,Yes,Necropsy
Thalassarche melanophris,70,Colabuono et al. 2009,Black-browed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,59,7,0.12,Yes,Necropsy
Thalassarche melanophris,71,Colabuono et al. 2010,Black-browed Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,31,2,0.06,Yes,Necropsy
Daption capense,168,Barbieri 2009,Cape Petrel,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,4,3,0.75,Yes,Necropsy
Ardenna gravis,325,Colabuono et al. 2010,Great Shearwater,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,6,6,1,Yes,Necropsy
Puffinus puffinus,506,Barbieri 2009,Manx Shearwater,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,7,6,0.8571,Yes,Necropsy
Puffinus puffinus,507,Colabuono et al. 2009,Manx Shearwater,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,25,15,0.6,Yes,Necropsy
Puffinus puffinus,508,Colabuono et al. 2010,Manx Shearwater,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,6,1,0.17,Yes,Necropsy
Fulmarus glacialoides,895,Barbieri 2009,Southern Fulmar,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,3,1,0.3333,Yes,Necropsy
Fulmarus glacialoides,896,Colabuono et al. 2009,Southern Fulmar,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,2005,2005,2005,1,9,7,0.79,Yes,Necropsy
Macronectes giganteus,904,Barbieri 2009,Southern Giant Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Mixed,2000-2002,2000,2002,2001,3,14,9,0.642,Yes,Necropsy
Procellaria conspicillata,915,Colabuono et al. 2009,Spectacled Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,9,2,0.22,Yes,Necropsy
Procellaria conspicillata,916,Colabuono et al. 2010,Spectacled Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991,1991,1991,1991,1,3,1,0.33,Yes,Necropsy
Pachyptila belcheri,943,Barbieri 2009,Thin-billed Prion,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,3,1,0.3333,Yes,Necropsy
Diomedea dabbenena,951,Colabuono et al. 2010,Tristan Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991-2008,1991,2008,2000,18,1,0,0,No,Necropsy
Diomedea exulans,967,Colabuono et al. 2010,Wandering Albatross,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991-2008,1991,2008,2000,18,3,0,0,No,Necropsy
Procellaria aequinoctialis,1026,Barbieri 2009,White-chinned Petrel,NA,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean,Adult,2000-2002,2000,2002,2001,3,4,1,0.25,Yes,Necropsy
Procellaria aequinoctialis,1028,Colabuono et al. 2009,White-chinned Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1994-2005,1994,2005,2000,12,41,20,0.49,Yes,Necropsy
Procellaria aequinoctialis,1029,Colabuono et al. 2010,White-chinned Petrel,NA,Brazil,-14.235004,-51.92528,South Pacific Ocean,Subadult/Adult,1991-2008,1991,2008,2000,18,34,15,0.44,Yes,Necropsy
Larus argentatus,1541,Seif et al. 2018,Herring Gull,Larus smithsonianus,"St. John's, Newfoundland, Canada",47,-52,North Atlantic Ocean,Mixed,2014-2015,2014,2015,2015,2,31,19,0.61,Yes,Necropsy
Larus marinus,1542,Seif et al. 2018,Great Black-backed Gull,Larus marinus,"St. John's, Newfoundland, Canada",47,-52,North Atlantic Ocean,Mixed,2014-2015,2014,2015,2015,2,8,5,0.63,Yes,Necropsy
