Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Ardenna carneipes,1290,Roman et al. 2019,Flesh-footed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Mixed,2015,2015,2015,2015,1,2,1,0.5,Yes,Necropsy
Ardenna carneipes,1291,Roman et al. 2019,Flesh-footed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Mixed,2016,2016,2016,2016,1,44,3,0.0682,Yes,Necropsy
Ardenna carneipes,1292,Roman et al. 2019,Flesh-footed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2013,2013,2013,2013,1,3,1,0.3333,Yes,Necropsy
Ardenna carneipes,1293,Roman et al. 2019,Flesh-footed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2014,2014,2014,2014,1,4,0,0,No,Necropsy
Ardenna carneipes,1294,Roman et al. 2019,Flesh-footed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2015,2015,2015,2015,1,5,1,0.2,Yes,Necropsy
Ardenna carneipes,1295,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2002,2002,2002,2002,1,1,1,1,Yes,Necropsy
Ardenna carneipes,1296,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2003,2003,2003,2003,1,4,4,1,Yes,Necropsy
Ardenna carneipes,1297,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2004,2004,2004,2004,1,1,1,1,Yes,Necropsy
Ardenna carneipes,1298,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Mixed,2003,2003,2003,2003,1,1,1,1,Yes,Necropsy
Ardenna carneipes,1299,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Mixed,2010,2010,2010,2010,1,1,0,0,No,Necropsy
Ardenna carneipes,1300,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2002,2002,2002,2002,1,7,4,0.5714,Yes,Necropsy
Ardenna carneipes,1301,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2003,2003,2003,2003,1,1,0,0,No,Necropsy
Ardenna carneipes,1302,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2007,2007,2007,2007,1,2,0,0,No,Necropsy
Ardenna carneipes,1303,Roman et al. 2019,Flesh-footed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2008,2008,2008,2008,1,1,0,0,No,Necropsy
Ardenna carneipes,1304,Roman et al. 2019,Flesh-footed Shearwater,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,5,3,0.6,Yes,Necropsy
Ardenna carneipes,1305,Roman et al. 2019,Flesh-footed Shearwater,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Ardenna carneipes,1306,Roman et al. 2019,Flesh-footed Shearwater,NA,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",NA,NA,South Pacific Ocean,Adult,2014,2014,2014,2014,1,1,1,1,Yes,Necropsy
Ardenna carneipes,1307,Roman et al. 2019,Flesh-footed Shearwater,NA,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,7,3,0.4286,Yes,Necropsy
Ardenna carneipes,1308,Roman et al. 2019,Flesh-footed Shearwater,NA,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,3,2,0.6667,Yes,Necropsy
Puffinus gavia,1309,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2010,2010,2010,2010,1,1,0,0,No,Necropsy
Puffinus gavia,1310,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,Necropsy
Puffinus gavia,1311,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,8,3,0.375,Yes,Necropsy
Puffinus gavia,1312,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, New South Wales, Byron Bay",NA,NA,South Pacific Ocean,Adult,2000,2000,2000,2000,1,1,0,0,No,Necropsy
Puffinus gavia,1313,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Puffinus gavia,1314,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, Queensland, North Stradbroke Island",NA,NA,South Pacific Ocean,Subadult,2001,2001,2001,2001,1,1,1,1,Yes,Necropsy
Puffinus gavia,1315,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, South Australia",NA,NA,Indian Ocean,Adult,2009,2009,2009,2009,1,1,0,0,No,Necropsy
Puffinus gavia,1316,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, South Australia",NA,NA,Indian Ocean,Mixed,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Puffinus gavia,1317,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, South Australia",NA,NA,Indian Ocean,Mixed,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Puffinus gavia,1318,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,1,1,1,Yes,Necropsy
Puffinus gavia,1319,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Subadult,2009,2009,2009,2009,1,1,0,0,No,Necropsy
Puffinus gavia,1320,Roman et al. 2019,Fluttering Shearwater,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Puffinus gavia,1321,Roman et al. 2019,Fluttering Shearwater,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,39,0,0,No,Necropsy
Puffinus gavia,1322,Roman et al. 2019,Fluttering Shearwater,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,9,0,0,No,Necropsy
Pterodroma macroptera,1323,Roman et al. 2019,Great-winged Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2005,2005,2005,2005,1,1,0,0,No,Necropsy
Pterodroma macroptera,1324,Roman et al. 2019,Great-winged Petrel,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2009,2009,2009,2009,1,1,0,0,No,Necropsy
Pterodroma macroptera,1325,Roman et al. 2019,Great-winged Petrel,NA,"Australia, South Australia",NA,NA,Indian Ocean,Subadult,2011,2011,2011,2011,1,1,0,0,No,Necropsy
Pterodroma macroptera,1326,Roman et al. 2019,Great-winged Petrel,NA,"New Zealand, North Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Procellaria cinerea,1327,Roman et al. 2019,Grey Petrel,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,0,0,No,Necropsy
Procellaria cinerea,1328,Roman et al. 2019,Grey Petrel,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,3,0,0,No,Necropsy
Procellaria cinerea,1329,Roman et al. 2019,Grey Petrel,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Mixed,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Procellaria cinerea,1330,Roman et al. 2019,Grey Petrel,NA,"New Zealand, Aukland Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche chrysostoma,1331,Roman et al. 2019,Grey-headed Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Mixed,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Thalassarche chrysostoma,1332,Roman et al. 2019,Grey-headed Albatross,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Puffinus huttoni,1333,Roman et al. 2019,Hutton's Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2005,2005,2005,2005,1,1,0,0,No,Necropsy
Puffinus huttoni,1334,Roman et al. 2019,Hutton's Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2010,2010,2010,2010,1,1,0,0,No,Necropsy
Puffinus huttoni,1335,Roman et al. 2019,Hutton's Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Puffinus huttoni,1336,Roman et al. 2019,Hutton's Shearwater,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Adult,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Aphrodroma brevirostris,1337,Roman et al. 2019,Kerguelen Petrel,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,1,1,Yes,Necropsy
Aphrodroma brevirostris,1338,Roman et al. 2019,Kerguelen Petrel,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Aphrodroma brevirostris,1339,Roman et al. 2019,Kerguelen Petrel,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Mixed,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Phoebetria palpebrata,1340,Roman et al. 2019,Light-mantled Albatross,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,1,0,0,No,Necropsy
Phoebetria palpebrata,1341,Roman et al. 2019,Light-mantled Albatross,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Puffinus assimilis,1342,Roman et al. 2019,Little Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,1998,1998,1998,1998,1,1,0,0,No,Necropsy
Puffinus assimilis,1343,Roman et al. 2019,Little Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,1,0,0,No,Necropsy
Puffinus assimilis,1344,Roman et al. 2019,Little Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2000,2000,2000,2000,1,1,1,1,Yes,Necropsy
Puffinus assimilis,1345,Roman et al. 2019,Little Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,Necropsy
Puffinus assimilis,1346,Roman et al. 2019,Little Shearwater,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Subadult,2009,2009,2009,2009,1,1,0,0,No,Necropsy
Puffinus assimilis,1347,Roman et al. 2019,Little Shearwater,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Subadult,2011,2011,2011,2011,1,1,1,1,Yes,Necropsy
Puffinus assimilis,1348,Roman et al. 2019,Little Shearwater,NA,"New Zealand, North Island, Aukland",NA,NA,South Pacific Ocean,Subadult,2012,2012,2012,2012,1,1,1,1,Yes,Necropsy
Puffinus assimilis,1349,Roman et al. 2019,Little Shearwater,NA,"New Zealand, Raoul Island",NA,NA,South Pacific Ocean,Adult,2011,2011,2011,2011,1,1,0,0,No,Necropsy
Pterodroma inexpectata,1350,Roman et al. 2019,Mottled Petrel,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Pterodroma inexpectata,1351,Roman et al. 2019,Mottled Petrel,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,1,1,Yes,Necropsy
Pterodroma inexpectata,1352,Roman et al. 2019,Mottled Petrel,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Macronectes halli,1353,Roman et al. 2019,Northern Giant Petrel,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Macronectes halli,1354,Roman et al. 2019,Northern Giant Petrel,NA,"New Zealand, North Island, Offshore 30 km northwest of Mt Taranaki",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Macronectes halli,1355,Roman et al. 2019,Northern Giant Petrel,NA,"New Zealand, North Island, Wellington",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche salvini,1356,Roman et al. 2019,Salvin's Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,3,0,0,No,Necropsy
Thalassarche salvini,1357,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, Antipodes Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche salvini,1358,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,10,0,0,No,Necropsy
Thalassarche salvini,1359,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,3,0,0,No,Necropsy
Thalassarche salvini,1360,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, Chatham Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche salvini,1361,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, Snares Islands",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,3,0,0,No,Necropsy
Thalassarche salvini,1362,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, South Island, Christchurch",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,5,0,0,No,Necropsy
Thalassarche salvini,1363,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, South Island, Christchurch",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche salvini,1364,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, South Island, Fjordland National Park",NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,2,0,0,No,Necropsy
Thalassarche salvini,1365,Roman et al. 2019,Salvin's Albatross,NA,"New Zealand, South Island, Fjordland National Park",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Pachyptila salvini,1366,Roman et al. 2019,Salvin's Prion,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2002,2002,2002,2002,1,2,1,0.5,Yes,Necropsy
Pachyptila salvini,1367,Roman et al. 2019,Salvin's Prion,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,1,1,1,Yes,Necropsy
Pachyptila salvini,1368,Roman et al. 2019,Salvin's Prion,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,6,3,0.5,Yes,Necropsy
Pachyptila salvini,1369,Roman et al. 2019,Salvin's Prion,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,8,7,0.875,Yes,Necropsy
Pachyptila salvini,1370,Roman et al. 2019,Salvin's Prion,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,4,3,0.75,Yes,Necropsy
Pachyptila salvini,1371,Roman et al. 2019,Salvin's Prion,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,2,1,0.5,Yes,Necropsy
Ardenna tenuirostris,1372,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2004,2004,2004,2004,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1373,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2010,2010,2010,2010,1,4,4,1,Yes,Necropsy
Ardenna tenuirostris,1374,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2012,2012,2012,2012,1,3,3,1,Yes,Necropsy
Ardenna tenuirostris,1375,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,8,7,0.875,Yes,Necropsy
Ardenna tenuirostris,1376,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Currumbin",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,77,68,0.8831,Yes,Necropsy
Ardenna tenuirostris,1377,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Currumbin",NA,NA,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,5,5,1,Yes,Necropsy
Ardenna tenuirostris,1378,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,2,1,0.5,Yes,Necropsy
Ardenna tenuirostris,1379,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,122,105,0.8607,Yes,Necropsy
Ardenna tenuirostris,1380,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,13,11,0.8462,Yes,Necropsy
Ardenna tenuirostris,1381,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, North Stradbroke Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1382,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, South Australia",NA,NA,Indian Ocean,Subadult,2016,2016,2016,2016,1,9,9,1,Yes,Necropsy
Ardenna tenuirostris,1383,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,43,36,0.8372,Yes,Necropsy
Ardenna tenuirostris,1384,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Adult,2013,2013,2013,2013,1,5,5,1,Yes,Necropsy
Ardenna tenuirostris,1385,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Adult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1386,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2015,2015,2015,2015,1,23,16,0.6957,Yes,Necropsy
Ardenna tenuirostris,1387,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2003,2003,2003,2003,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1388,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2002,2002,2002,2002,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1389,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2004,2004,2004,2004,1,3,2,0.6667,Yes,Necropsy
Ardenna tenuirostris,1390,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,2,1,Yes,Necropsy
Ardenna tenuirostris,1391,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Subadult,2010,2010,2010,2010,1,1,1,1,Yes,Necropsy
Ardenna tenuirostris,1392,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,Necropsy
Thalassarche cauta,1393,Roman et al. 2019,Shy Albatross,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Thalassarche cauta,1394,Roman et al. 2019,Shy Albatross,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche cauta,1395,Roman et al. 2019,Shy Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,Necropsy
Thalassarche cauta,1396,Roman et al. 2019,Shy Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Adult,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Thalassarche cauta,1397,Roman et al. 2019,Shy Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche cauta,1398,Roman et al. 2019,Shy Albatross,NA,"Australia, South Australia",NA,NA,Indian Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche cauta,1399,Roman et al. 2019,Shy Albatross,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche cauta,1400,Roman et al. 2019,Shy Albatross,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche cauta,1401,Roman et al. 2019,Shy Albatross,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Adult,2008,2008,2008,2008,1,1,0,0,No,Necropsy
Thalassarche cauta,1402,Roman et al. 2019,Shy Albatross,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Adult,2014,2014,2014,2014,1,1,0,0,No,Necropsy
Thalassarche cauta,1403,Roman et al. 2019,Shy Albatross,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche cauta,1404,Roman et al. 2019,Shy Albatross,NA,"Australia, Victoria, Melbourne",NA,NA,Indian Ocean,Mixed,2016,2016,2016,2016,1,1,0,0,No,Necropsy
Thalassarche cauta,1405,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2003,2003,2003,2003,1,1,0,0,No,Necropsy
Thalassarche cauta,1406,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2004,2004,2004,2004,1,1,0,0,No,Necropsy
Thalassarche cauta,1407,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2011,2011,2011,2011,1,1,0,0,No,Necropsy
Thalassarche cauta,1408,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2012,2012,2012,2012,1,3,0,0,No,Necropsy
Thalassarche cauta,1409,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Mixed,2010,2010,2010,2010,1,1,0,0,No,Necropsy
Thalassarche cauta,1410,Roman et al. 2019,Shy Albatross,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2009,2009,2009,2009,1,1,0,0,No,Necropsy
Thalassarche cauta,1411,Roman et al. 2019,Shy Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2015,2015,2015,2015,1,1,0,0,No,Necropsy
Thalassarche cauta,1412,Roman et al. 2019,Shy Albatross,NA,New Zealand,NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,1,0,0,No,Necropsy
