clements2024_binomial,tips,order,freeflying,source,date_median,marine_region,sampling_method,body_mass_g,body_mass_2sd,main_diet,carrion,fish,cephalopods,crustaceans,other_inverts,as_fishery,as_agriculture,as_refuse,anthropogenic_subsidy,pelagic_specialist,feeding_method,aerial_pursuit,bottom_feeding,diving,plunging,scavenging,skimming,surface_seizing,terrestrial_feeding,n_plastic,n_total,FO
Puffinus lherminieri,Puffinus_lherminieri,Procellariiformes,NA,"Matos et al., 2024b",2021.5,North Atlantic Ocean,Scat,200,-0.249777896,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,No,No,Yes,No,31,95,0.3263157894736842
Puffinus lherminieri,Puffinus_lherminieri,Procellariiformes,NA,"Silva, 2022",2021,North Atlantic Ocean,Scat,200,-0.249777896,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,Yes,Yes,No,No,Yes,No,40,90,0.4444444444444444
Puffinus mauretanicus,Puffinus_mauretanicus,Procellariiformes,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,Necropsy,518.5,-0.175686327,Fish,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,Yes,Yes,Yes,No,No,No,32,46,0.6956521739130435
Puffinus mauretanicus,Puffinus_mauretanicus,Procellariiformes,NA,"Franco et al., 2019",2017,North Atlantic Ocean,Necropsy,518.5,-0.175686327,Fish,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,Yes,Yes,Yes,No,No,No,1,1,1
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,1,3,0.3333333333333333
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,1,"Lavers & Bond, 2024",2024,South Pacific Ocean,Lavage,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,7,11,0.6363636363636364
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,1,Sileo et al. 1990a,1986,North Pacific Ocean,Lavage,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,1,0
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,1,Sileo et al. 1990a,1987,North Pacific Ocean,Lavage,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,7,38,0.18421052631578946
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,2,5,0.4
Puffinus nativitatis,Puffinus_nativitatis,Procellariiformes,NA,Day et al. 1984/Harrison et al. 1983,1979.5,North Pacific Ocean,Bolus,356,-0.213488148,Cephalopods,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,182,0
Puffinus newelli,Puffinus_newelli,Procellariiformes,1,Sileo et al. 1990a,1987,North Pacific Ocean,Necropsy,381,-0.207672484,Cephalopods,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,2,18,0.1111111111111111
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Acampora et al. 2016,2015,North Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,1,3,0.3333333333333333
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,"Alley et al., 2022",2018.5,North Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,15,22,0.6818181818181818
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Barbieri 2009,2001,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,6,7,0.8571428571428571
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Colabuono et al. 2009,1999.5,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,15,25,0.6
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Colabuono et al. 2010,1991,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,1,6,0.16666666666666666
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,"Mills et al., 2024",2003,North Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,11,14,0.7857142857142857
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,"Mills et al., 2024",2018,North Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,19,20,0.95
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,20,25,0.8
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,"Serafini et al., 2024",2018,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,45,155,0.2903225806451613
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,1,21,0.047619047619047616
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Tavares et al. 2017,2013,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,0,4,0
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,1,Tourinho et al. 2010,2007,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,3,5,0.6
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,"Di Beneditto and Siciliano, 2021",2009,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,0,3,0
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,Furness 1985a,1984,North Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,3,10,0.3
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,10,37,0.2702702702702703
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,Tavares et al. 2017,2011,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,1,1,1
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,2,5,0.4
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,7,20,0.35
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,"do Nascimiento et al., 2023",2013.5,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,3,331,0.009063444
Puffinus puffinus,Puffinus_puffinus,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,Necropsy,453.5,-0.190807056,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,No,Yes,No,Yes,No,2,14,0.14285714285714285
Puffinus yelkouan,Puffinus_yelkouan,Procellariiformes,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,Necropsy,382.5,-0.207323544,Fish,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Plunging,No,No,Yes,Yes,Yes,No,No,No,22,31,0.7096774193548387
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,Ainley et al. 1990a,1978,Southern Ocean,Necropsy,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,5,0
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,Ainley et al. 1990a,1985.5,Southern Ocean,Lavage,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,29,0
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,Ainley et al. 1990a,1986,Southern Ocean,Lavage,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,10,0
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,Lavage,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,60,0
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,"Bhattacharjee et al., 2024",2019.5,Southern Ocean,Necropsy,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,1,1,1
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,1,"Panasiuk et al., 2020",2012.5,Southern Ocean,Lavage,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,4,30,0.13333333333333333
Pygoscelis adeliae,Pygoscelis_adeliae,Sphenisciformes,NA,"Fragão, 2020",2008,Southern Ocean,Scat,4850,0.8319357443340158,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,4,20,0.2
Pygoscelis antarcticus,Pygoscelis_antarcticus,Sphenisciformes,1,"Panasiuk et al., 2020",2012.5,Southern Ocean,Lavage,4155.5,0.6703765780222908,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,20,0
Pygoscelis antarcticus,Pygoscelis_antarcticus,Sphenisciformes,1,Ryan 1987,1982,Indian Ocean,Necropsy,4155.5,0.6703765780222908,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,6,0
Pygoscelis antarcticus,Pygoscelis_antarcticus,Sphenisciformes,NA,"Fragão, 2020",2006,Southern Ocean,Scat,4155.5,0.6703765780222908,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,11,28,0.39285714285714285
Pygoscelis antarcticus,Pygoscelis_antarcticus,Sphenisciformes,NA,"Fragão, 2020",2008,Southern Ocean,Scat,4155.5,0.6703765780222908,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,9,29,0.3103448275862069
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,Lavage,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,5,0
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,1,"Panasiuk et al., 2020",2012.5,Southern Ocean,Lavage,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,10,0
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Bessa et al., 2019",2009,Southern Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,16,80,0.2
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2006,Southern Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,15,47,0.3191489361702128
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2007,Southern Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,10,18,0.5555555555555556
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2008,Southern Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,26,95,0.2736842105263158
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2012,South Atlantic Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,6,23,0.2608695652173913
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2013,South Atlantic Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,5,23,0.21739130434782608
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2014,South Atlantic Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,5,20,0.25
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,"Fragão, 2020",2016,South Atlantic Ocean,Scat,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,6,14,0.42857142857142855
Pygoscelis papua,Pygoscelis_papua,Sphenisciformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,5950,1.0878249926319246,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,214,0
Rissa brevirostris,Rissa_brevirostris,Charadriiformes,1,Robards et al. 1995,1989,North Pacific Ocean,Necropsy,377,-0.20860299,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,4,15,0.26666666666666666
Rissa brevirostris,Rissa_brevirostris,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,Necropsy,377,-0.20860299,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,6,46,0.13043478260869565
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Acampora et al. 2016,2015,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,2,4,0.5
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,"Baak et al., 2024",2008,Arctic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,5,0.2
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,"Baak et al., 2024",2021,Arctic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,3,39,0.076923077
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,2,4,0.5
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Lydersen et al. 1989,1984,Arctic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,20,0.05
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Poon et al. 2017,2013,Arctic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,11,0.090909091
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Robards 1993,1990.5,North Pacific Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,5,0
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,1,Robards et al. 1995,1989,North Pacific Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,20,256,0.078125
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,"Baak et al., 2020b",2018,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,3,20,0.15
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,8,0
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,"Basto et al., 2019",2012,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,1,1
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,9,188,0.047872340425531915
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,"Franco et al., 2019",2016,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,2,9,0.2222222222222222
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,"Padula et al., 2020",2012,North Pacific Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,5,0.2
Rissa tridactyla,Rissa_tridactyla,Charadriiformes,NA,"van Franeker et al., 2024",2019,North Atlantic Ocean,Necropsy,416.3,-0.199460765,Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,3,4,0.75
Rynchops niger,Rynchops_niger,Charadriiformes,1,"Donnelly-Greenan et al., 2023",2010,North Atlantic Ocean,Necropsy,301.5,-0.226166297,Fish,No,Yes,No,Yes,No,No,No,No,No,No,Skimming,No,No,No,No,No,Yes,No,No,0,49,0
Somateria mollissima,Somateria_mollissima,Anseriformes,1,English et al. 2015,2013.5,North Atlantic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,1,36,0.027777777777777776
Somateria mollissima,Somateria_mollissima,Anseriformes,1,Lydersen et al. 1989,1984,Arctic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,20,0
Somateria mollissima,Somateria_mollissima,Anseriformes,1,Provencher et al. 2014,2001,Arctic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,108,0
Somateria mollissima,Somateria_mollissima,Anseriformes,1,Provencher et al. 2014,2011,Arctic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,1,100,0.01
Somateria mollissima,Somateria_mollissima,Anseriformes,NA,"Bange et al., 2023",2013.5,North Atlantic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,39,42,0.9285714285714286
Somateria mollissima,Somateria_mollissima,Anseriformes,NA,"Bange et al., 2023",2016,North Atlantic Ocean,Scat,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,89,120,0.7416666666666667
Somateria mollissima,Somateria_mollissima,Anseriformes,NA,English et al. 2015,2013.5,North Atlantic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,12,0
Somateria mollissima,Somateria_mollissima,Anseriformes,NA,Provencher et al. 2014,2000.5,Arctic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,629,0
Somateria mollissima,Somateria_mollissima,Anseriformes,NA,Provencher et al. 2014,2012,Arctic Ocean,Necropsy,2066.5,0.18441963284562618,Other.Inverts,No,Yes,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,135,0
Somateria spectabilis,Somateria_spectabilis,Anseriformes,1,Provencher et al. 2014,2001,Arctic Ocean,Necropsy,1617.5,0.079970294,Other.Inverts,Yes,No,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,3,0
Somateria spectabilis,Somateria_spectabilis,Anseriformes,1,Provencher et al. 2014,2011,Arctic Ocean,Necropsy,1617.5,0.079970294,Other.Inverts,Yes,No,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,10,0
Somateria spectabilis,Somateria_spectabilis,Anseriformes,NA,Provencher et al. 2014,2001,Arctic Ocean,Necropsy,1617.5,0.079970294,Other.Inverts,Yes,No,No,Yes,Yes,No,No,No,No,No,Bottom.Feeding,No,Yes,Yes,No,No,No,Yes,No,0,41,0
Spheniscus demersus,Spheniscus_demersus,Sphenisciformes,1,"Vanstreels et al., 2020",1998.5,South Atlantic Ocean,Lavage,3135,0.43298114357864015,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,6,4793,0.001251826
Spheniscus demersus,Spheniscus_demersus,Sphenisciformes,1,"Vanstreels et al., 2020",2016,South Atlantic Ocean,Necropsy,3135,0.43298114357864015,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,1,2,0.5
Spheniscus demersus,Spheniscus_demersus,Sphenisciformes,1,"Vanstreels et al., 2020",2017.5,South Atlantic Ocean,Necropsy,3135,0.43298114357864015,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,1,159,0.006289308
Spheniscus demersus,Spheniscus_demersus,Sphenisciformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,3135,0.43298114357864015,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,210,0
Spheniscus humboldti,Spheniscus_humboldti,Sphenisciformes,NA,"Mendez-Sanhueza et al., 2023",2021.5,South Pacific Ocean,Scat,4379,0.7223686207446386,Fish,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,1,0
Spheniscus humboldti,Spheniscus_humboldti,Sphenisciformes,NA,Ryan 1987,1982,South Pacific Ocean,Necropsy,4379,0.7223686207446386,Fish,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,30,0
Spheniscus magellanicus,Spheniscus_magellanicus,Sphenisciformes,1,Brandao et al. 2011,2009,South Pacific Ocean,Necropsy,4120,0.6621183340999492,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,26,175,0.14857142857142858
Spheniscus magellanicus,Spheniscus_magellanicus,Sphenisciformes,1,"Neto et al., 2021",2020,South Atlantic Ocean,Necropsy,4120,0.6621183340999492,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,1,1,1
Spheniscus magellanicus,Spheniscus_magellanicus,Sphenisciformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,Necropsy,4120,0.6621183340999492,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,115,144,0.7986111111111112
Spheniscus magellanicus,Spheniscus_magellanicus,Sphenisciformes,1,Pinto et al. 2006,2000,South Pacific Ocean,Necropsy,4120,0.6621183340999492,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,4,12,0.3333333333333333
Spheniscus magellanicus,Spheniscus_magellanicus,Sphenisciformes,1,"Pon et al., 2023",2017.5,South Atlantic Ocean,Necropsy,4120,0.6621183340999492,Fish,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,20,148,0.13513513513513514
