clements2024_binomial,tips,order,freeflying,source,date_median,marine_region,sampling_method,body_mass_g,body_mass_2sd,main_diet,carrion,fish,cephalopods,crustaceans,other_inverts,as_fishery,as_agriculture,as_refuse,anthropogenic_subsidy,pelagic_specialist,feeding_method,aerial_pursuit,bottom_feeding,diving,plunging,scavenging,skimming,surface_seizing,terrestrial_feeding,n_plastic,n_total,FO
Sterna hirundo,Sterna_hirundo,Charadriiformes,NA,Tavares et al. 2017,2011,South Pacific Ocean,Necropsy,120,-0.26838802334699100,Fish,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,2,0
Sterna hirundo,Sterna_hirundo,Charadriiformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,Necropsy,120,-0.26838802334699100,Fish,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,2,9,0.2222222222222220
Sterna hirundo,Sterna_hirundo,Charadriiformes,NA,"do Nascimiento et al., 2023",2014,South Atlantic Ocean,Necropsy,120,-0.26838802334699100,Fish,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,82,0
Sterna paradisaea,Sterna_paradisaea,Charadriiformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,Necropsy,110,-0.2707142892406090,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,10,0
Sterna paradisaea,Sterna_paradisaea,Charadriiformes,1,Ainley et al. 1990a,1986,Southern Ocean,Necropsy,110,-0.2707142892406090,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,14,0
Sterna paradisaea,Sterna_paradisaea,Charadriiformes,1,Ryan 1987,1982,Southern Ocean,Necropsy,110,-0.2707142892406090,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,21,0
Sterna paradisaea,Sterna_paradisaea,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,Necropsy,110,-0.2707142892406090,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,21,0
Sterna paradisaea,Sterna_paradisaea,Charadriiformes,NA,"do Nascimiento et al., 2023",2014.5,South Atlantic Ocean,Necropsy,110,-0.2707142892406090,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Plunging,No,No,No,Yes,No,No,Yes,No,0,4,0
Sterna vittata,Sterna_vittata,Charadriiformes,1,Ainley et al. 1990a,1986,Southern Ocean,Necropsy,139,-0.2639681181491180,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Plunging,No,No,No,Yes,Yes,No,Yes,Yes,0,5,0
Sterna vittata,Sterna_vittata,Charadriiformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,Necropsy,139,-0.2639681181491180,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Plunging,No,No,No,Yes,Yes,No,Yes,Yes,0,12,0
Sterna vittata,Sterna_vittata,Charadriiformes,1,Ryan 1987,1982,Indian Ocean,Necropsy,139,-0.2639681181491180,Fish,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Plunging,No,No,No,Yes,Yes,No,Yes,Yes,0,4,0
Sternula albifrons,Sternula_albifrons,Charadriiformes,1,Roman et al. 2016,2003,South Pacific Ocean,Necropsy,48.5,-0.2850208244863550,Fish,No,Yes,No,Yes,Yes,No,No,No,No,No,Plunging,No,No,No,Yes,No,Yes,Yes,No,0,1,0
Sternula albifrons,Sternula_albifrons,Charadriiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,48.5,-0.2850208244863550,Fish,No,Yes,No,Yes,Yes,No,No,No,No,No,Plunging,No,No,No,Yes,No,Yes,Yes,No,0,3,0
Sternula albifrons,Sternula_albifrons,Charadriiformes,NA,"Coentro, 2022",2021,North Atlantic Ocean,Bolus,48.5,-0.2850208244863550,Fish,No,Yes,No,Yes,Yes,No,No,No,No,No,Plunging,No,No,No,Yes,No,Yes,Yes,No,32,73,0.4383561643835620
Sternula albifrons,Sternula_albifrons,Charadriiformes,NA,"Coentro, 2022",2021,North Atlantic Ocean,Scat,48.5,-0.2850208244863550,Fish,No,Yes,No,Yes,Yes,No,No,No,No,No,Plunging,No,No,No,Yes,No,Yes,Yes,No,12,31,0.3870967741935480
Sternula nereis,Sternula_nereis,Charadriiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,38.2,-0.28741687835678100,Fish,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,1,0
Sternula nereis,Sternula_nereis,Charadriiformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,Necropsy,38.2,-0.28741687835678100,Fish,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,1,0
Sula dactylatra,Sula_dactylatra,Suliformes,1,Mariano and Targino 2012,1999,South Pacific Ocean,Lavage,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,208,0
Sula dactylatra,Sula_dactylatra,Suliformes,1,Mariano and Targino 2012,2000,South Pacific Ocean,Lavage,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,1,175,0.005714285714285710
Sula dactylatra,Sula_dactylatra,Suliformes,1,Mariano and Targino 2012,2002,South Pacific Ocean,Lavage,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,2,104,0.019230769230769200
Sula dactylatra,Sula_dactylatra,Suliformes,1,Mariano and Targino 2012,2003,South Pacific Ocean,Lavage,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,144,0
Sula dactylatra,Sula_dactylatra,Suliformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,6,0
Sula dactylatra,Sula_dactylatra,Suliformes,1,Tavares et al. 2017,2011,South Pacific Ocean,Necropsy,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,1,1,1
Sula dactylatra,Sula_dactylatra,Suliformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,1,0
Sula dactylatra,Sula_dactylatra,Suliformes,NA,Day et al. 1984/Harrison et al. 1983,1979.5,North Pacific Ocean,Bolus,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,305,0
Sula dactylatra,Sula_dactylatra,Suliformes,NA,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,1,0
Sula dactylatra,Sula_dactylatra,Suliformes,NA,"do Nascimiento et al., 2023",2013,South Atlantic Ocean,Necropsy,1713,0.1021861335062530,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,1,6,0.16666666666666700
Sula leucogaster,Sula_leucogaster,Suliformes,1,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,1,2,0.5
Sula leucogaster,Sula_leucogaster,Suliformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,0,5,0
Sula leucogaster,Sula_leucogaster,Suliformes,1,Tavares et al. 2017,2011,South Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,0,4,0
Sula leucogaster,Sula_leucogaster,Suliformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,5,15,0.3333333333333330
Sula leucogaster,Sula_leucogaster,Suliformes,1,Tavares et al. 2017,2013,South Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,3,23,0.13043478260869600
Sula leucogaster,Sula_leucogaster,Suliformes,NA,Harrison et al. 1983,1979.5,North Pacific Ocean,Bolus,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,0,244,0
Sula leucogaster,Sula_leucogaster,Suliformes,NA,"Matos et al., 2024b",2021.5,North Atlantic Ocean,Scat,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,39,82,0.47560975609756100
Sula leucogaster,Sula_leucogaster,Suliformes,NA,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,0,1,0
Sula leucogaster,Sula_leucogaster,Suliformes,NA,"Silva, 2022",2021,North Atlantic Ocean,Scat,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,37,54,0.6851851851851850
Sula leucogaster,Sula_leucogaster,Suliformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,3,13,0.23076923076923100
Sula leucogaster,Sula_leucogaster,Suliformes,NA,"do Nascimiento et al., 2023",2014,South Atlantic Ocean,Necropsy,1219,-0.012731401638444300,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,Yes,No,No,Yes,Yes,No,No,No,4,434,0.009216589861751150
Sula sula,Sula_sula,Suliformes,1,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,1,18,0.05555555555555560
Sula sula,Sula_sula,Suliformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,2,0
Sula sula,Sula_sula,Suliformes,1,Sileo et al. 1990a,1986,North Pacific Ocean,Lavage,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,38,0
Sula sula,Sula_sula,Suliformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,Necropsy,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,1,0
Sula sula,Sula_sula,Suliformes,NA,Day et al. 1984/Harrison et al. 1983,1979.5,North Pacific Ocean,Bolus,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,0,360,0
Sula sula,Sula_sula,Suliformes,NA,"Zhu et al., 2019",2017,North Pacific Ocean,Necropsy,857,-0.09694222698739250,Fish,No,Yes,Yes,No,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,No,No,3,5,0.6
Synthliboramphus antiquus,Synthliboramphus_antiquus,Charadriiformes,1,Avery-Gomm et al. 2013,2009,North Pacific Ocean,Necropsy,207,-0.24814951007252000,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,Yes,No,No,No,No,0,5,0
Synthliboramphus antiquus,Synthliboramphus_antiquus,Charadriiformes,1,Robards et al. 1995,1989,North Pacific Ocean,Necropsy,207,-0.24814951007252000,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,Yes,No,No,No,No,0,68,0
Synthliboramphus antiquus,Synthliboramphus_antiquus,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,Necropsy,207,-0.24814951007252000,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,Yes,No,No,No,No,0,16,0
Synthliboramphus antiquus,Synthliboramphus_antiquus,Charadriiformes,NA,"Nam et al., 2021",2012.5,North Pacific Ocean,Necropsy,207,-0.24814951007252000,Crustaceans,No,Yes,No,Yes,No,No,No,No,No,Yes,Diving,No,No,Yes,Yes,No,No,No,No,1,110,0.00909090909090909
Synthliboramphus hypoleucus,Synthliboramphus_hypoleucus,Charadriiformes,1,Blight and Burger 1997,1987,North Pacific Ocean,Necropsy,167,-0.2574545736469900,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Diving,No,No,Yes,No,No,No,No,No,0,6,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Robertson et al. 2004,1998,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,30,0.03333333333333330
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,2,0.5
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2019,2003,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,1,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2019,2012,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,2,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2019,2013,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,1,1
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,29,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,53,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,NA,Roman et al. 2019,2012,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,1,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,1,0
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,1,90,0.011111111111111100
Thalassarche bulleri,Thalassarche_bulleri,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,Necropsy,2713.75,0.3349871928100090,Cephalopods,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,3,0
Thalassarche carteri,Thalassarche_carteri,Procellariiformes,1,Ryan et al. 2016,2010,Indian Ocean,Necropsy,2710,0.33411484309990300,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,77,0.012987012987013000
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,17,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Robertson et al. 2004,2000,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,191,0.010471204188481700
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,5,0.2
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2003,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2004,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2008,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2009,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2011,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2012,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,3,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2013,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2014,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,2,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2014,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2015,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,2,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,31,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2016,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,51,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Ryan 1987,1982,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,2,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,1,Ryan et al. 2016,2010,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,16,601,0.026622296173044900
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,Roman et al. 2019,2010,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,Roman et al. 2019,2016,Indian Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,3,0
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,111,0.009009009009009010
Thalassarche cauta,Thalassarche_cauta,Procellariiformes,NA,"Roman et al., 2021",2010.5,South Pacific Ocean,Necropsy,3911.25,0.613557533570687,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,17,0.058823529411764700
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Barbieri 2009,2001,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,4,9,0.4444444444444440
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Colabuono & Vooren 2007,2004,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,3,26,0.11538461538461500
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Colabuono et al. 2009,1999.5,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,27,0.07407407407407410
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Colabuono et al. 2010,1991,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,13,0.07692307692307690
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Dias et al. 2017,2016,South Atlantic Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,1,1
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Jiménez et al. 2015,2009,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,1,0
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,1,7,0.14285714285714300
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Ryan et al. 2016,2010,Indian Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,18,0
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,3,0.6666666666666670
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,Procellariiformes,1,Tavares et al. 2017,2013,South Pacific Ocean,Necropsy,2130,0.19919142127009600,Cephalopods,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,3,0
